Entity Name,Fiscal Year,Total Expenditures,Estimated Population,Expenditures Per Capita
Lodi,2006,127262062,62817,2026
Lodi,2005,121011866,62467,1937
Lodi,2004,106382050,60769,1751
Lodi,2003,123041837,60521,2033
Loma Linda,2021,40913518,25310,1616
Loma Linda,2020,41714546,24535,1700
Loma Linda,2019,48865985,24335,2008
Loma Linda,2018,36099588,23946,1508
Loma Linda,2017,34240112,24528,1396
Loma Linda,2016,28186048,24649,1143
Loma Linda,2015,31099351,23751,1309
Loma Linda,2014,31279323,23614,1325
Loma Linda,2013,45653566,23476,1945
Loma Linda,2012,25517652,23389,1091
Loma Linda,2011,27432795,23395,1173
Loma Linda,2010,25399806,22760,1116
Loma Linda,2009,32658097,22619,1444
Loma Linda,2008,29842237,22632,1319
Loma Linda,2007,25548896,22451,1138
Loma Linda,2006,23054872,21912,1052
Loma Linda,2005,18925897,21592,877
Loma Linda,2004,18353182,20952,876
Loma Linda,2003,18472751,20136,917
Lomita,2021,18526338,20851,889
Lomita,2020,18463990,20549,899
Lomita,2019,18403559,20763,886
Lomita,2018,18270318,20715,882
Lomita,2017,18234060,20403,894
Lomita,2016,16946894,20290,835
Lomita,2015,14265457,20733,688
Lomita,2014,16353320,20630,793
Lomita,2013,15283531,20516,745
Lomita,2012,19962162,20396,979
Lomita,2011,16416992,20319,808
Lomita,2010,20253996,21015,964
Lomita,2009,13904064,20989,662
Lomita,2008,13879316,21056,659
Lomita,2007,14479902,21127,685
Lomita,2006,12267638,21064,582
Lomita,2005,10614742,21153,502
Lomita,2004,10319622,20986,492
Lomita,2003,11208320,20836,538
Lompoc,2021,139616171,44044,3170
Lompoc,2020,124152990,43786,2835
Lompoc,2019,124051857,43649,2842
Lompoc,2018,120758189,43599,2770
Lompoc,2017,122103775,44042,2772
Lompoc,2016,92235615,44116,2091
Lompoc,2015,86621605,43479,1992
Lompoc,2014,87747759,43314,2026
Lompoc,2013,81705426,42730,1912
Lompoc,2012,75374480,42854,1759
Lompoc,2011,73322327,42262,1735
Lompoc,2010,82680856,43079,1919
Lompoc,2009,117105848,42892,2730
Lompoc,2008,116891643,42957,2721
Lompoc,2007,76537235,42015,1822
Lompoc,2006,74239887,41915,1771
Lompoc,2005,71131759,42320,1681
Lompoc,2004,61232986,42250,1449
Lompoc,2003,56453243,41865,1348
Long Beach,2021,2378172000,459757,5173
Long Beach,2020,2264833100,472217,4796
Long Beach,2019,2277123000,475013,4794
Long Beach,2018,2079492000,478561,4345
Long Beach,2017,2004918000,480173,4175
Long Beach,2016,2015067177,484958,4155
Long Beach,2015,1897475000,472779,4013
Long Beach,2014,2291732000,470292,4873
Long Beach,2013,2304617016,467646,4928
Long Beach,2012,1971633979,464662,4243
Long Beach,2011,2046512923,463894,4412
Long Beach,2010,2076105907,494709,4197
Long Beach,2009,1780832946,492682,3615
Long Beach,2008,2025199989,492642,4111
Long Beach,2007,1643070842,492912,3333
Long Beach,2006,1514250200,490166,3089
Long Beach,2005,1377827655,491564,2803
Long Beach,2004,1271856040,487112,2611
Long Beach,2003,1243795977,480973,2586
Loomis,2021,7524087,6833,1101
Loomis,2020,5886723,6888,855
Loomis,2019,4934785,6887,717
Loomis,2018,6429843,6824,942
Loomis,2017,4876467,6775,720
Loomis,2016,3331753,6692,498
Loomis,2015,4905920,6623,741
Loomis,2014,4072299,6608,616
Loomis,2013,3559580,6493,548
Loomis,2012,3829158,6500,589
Loomis,2011,4458121,6475,689
Loomis,2010,5027799,6743,746
Loomis,2009,5233422,6677,784
Loomis,2008,4635642,6624,700
Loomis,2007,3716665,6529,569
Loomis,2006,4348837,6480,671
Loomis,2005,3615049,6274,576
Loomis,2004,3506296,6227,563
Loomis,2003,3278387,6163,532
Los Alamitos,2021,14657493,11895,1232
Los Alamitos,2020,14926503,11567,1290
Los Alamitos,2019,14452747,11721,1233
Los Alamitos,2018,15067694,11863,1270
Los Alamitos,2017,15971142,11739,1361
Los Alamitos,2016,16345306,11738,1393
Los Alamitos,2015,13131629,11779,1115
Los Alamitos,2014,14061860,11729,1199
Los Alamitos,2013,12721953,11626,1094
Los Alamitos,2012,12264399,11557,1061
Los Alamitos,2011,11079885,11474,966
Los Alamitos,2010,12021903,12270,980
Los Alamitos,2009,13717294,12217,1123
Los Alamitos,2008,12565022,12191,1031
Los Alamitos,2007,11497391,12146,947
Los Alamitos,2006,17308638,12004,1442
Los Alamitos,2005,12498304,12003,1041
Los Alamitos,2004,10663452,11933,894
Los Alamitos,2003,11824213,11817,1001
Los Altos,2021,72942014,31651,2305
Los Altos,2020,64376048,30876,2085
Los Altos,2019,51764596,31190,1660
Los Altos,2018,50701160,31361,1617
Los Altos,2017,46099263,31402,1468
Los Altos,2016,45591691,31353,1454
Los Altos,2015,37768978,30036,1257
Los Altos,2014,39201082,29969,1308
Los Altos,2013,39225301,29792,1317
Los Altos,2012,39075522,29460,1326
Los Altos,2011,39589113,29176,1357
Los Altos,2010,32355898,28863,1121
Los Altos,2009,35752125,28458,1256
Los Altos,2008,34332172,28291,1214
Los Altos,2007,30050099,28104,1069
Los Altos,2006,25769444,27608,933
Los Altos,2005,25631577,27614,928
Los Altos,2004,27107074,27512,985
Los Altos,2003,25411068,27722,917
Los Altos Hills,2021,18476296,8414,2196
Los Altos Hills,2020,15016097,8413,1785
Los Altos Hills,2019,13689596,8785,1558
Los Altos Hills,2018,15638021,8568,1825
Los Altos Hills,2017,11070787,8634,1282
Los Altos Hills,2016,9835299,8658,1136
Los Altos Hills,2015,10214387,8341,1225
Los Altos Hills,2014,8232480,8354,985
Los Altos Hills,2013,9777938,8264,1183
Los Altos Hills,2012,9771007,8027,1217
Los Altos Hills,2011,10891392,7980,1365
Los Altos Hills,2010,10002663,9042,1106
Los Altos Hills,2009,12050215,8889,1356
Los Altos Hills,2008,10745043,8837,1216
Los Altos Hills,2007,9686756,8607,1125
Los Altos Hills,2006,8324594,8482,981
Los Altos Hills,2005,10509473,8452,1243
Los Altos Hills,2004,7450451,8355,892
Los Altos Hills,2003,7544404,8229,917
Los Angeles,2021,17310021336,3853323,4492
Los Angeles,2020,16988602989,4010684,4236
Los Angeles,2019,16294232418,4040079,4033
Los Angeles,2018,14827723340,4054400,3657
Los Angeles,2017,14421174509,4041707,3568
Los Angeles,2016,16807259319,4030904,4170
Los Angeles,2015,16895264365,3957022,4270
Los Angeles,2014,15713599753,3904657,4024
Los Angeles,2013,15040511030,3863839,3893
Los Angeles,2012,14853418015,3825297,3883
Los Angeles,2011,14136423205,3810129,3710
Los Angeles,2010,14504069495,4094764,3542
Los Angeles,2009,13766399213,4065585,3386
Los Angeles,2008,13426146259,4045873,3318
Los Angeles,2007,12294127318,4018080,3060
Los Angeles,2006,11047964404,3976071,2779
Los Angeles,2005,10301523224,3957875,2603
Los Angeles,2004,10577093659,3912244,2704
Los Angeles,2003,10588512952,3864360,2740
Los Banos,2021,50044162,46168,1084
Los Banos,2020,50969896,41923,1216
Los Banos,2019,43252529,41898,1032
Los Banos,2018,42979061,40986,1049
Los Banos,2017,37919595,39993,948
Los Banos,2016,31985941,39359,813
Los Banos,2015,31424548,37145,846
Los Banos,2014,36891136,37168,993
Los Banos,2013,31256629,37017,844
Los Banos,2012,30786588,36546,842
Los Banos,2011,32196045,36525,881
Los Banos,2010,38027431,36421,1044
Los Banos,2009,35287747,36198,975
Los Banos,2008,41070674,36052,1139
Los Banos,2007,45495333,35211,1292
Los Banos,2006,49507661,34223,1447
Los Banos,2005,32590046,32380,1006
Los Banos,2004,25072296,30626,819
Los Banos,2003,22402056,29139,769
Los Gatos,2021,56907071,33193,1714
Los Gatos,2020,56609613,31439,1801
Los Gatos,2019,50646808,30988,1634
Los Gatos,2018,53412145,30601,1745
Los Gatos,2017,47183351,31314,1507
Los Gatos,2016,31669375,31376,1009
Los Gatos,2015,36856475,30505,1208
Los Gatos,2014,41058218,30532,1345
Los Gatos,2013,38075332,30247,1259
Los Gatos,2012,41013298,29854,1374
Los Gatos,2011,44037186,29651,1485
Los Gatos,2010,40168483,30802,1304
Los Gatos,2009,35599299,30497,1167
Los Gatos,2008,33655704,30296,1111
Los Gatos,2007,30582358,29407,1040
Los Gatos,2006,28621082,28989,987
Los Gatos,2005,26794749,28976,925
Los Gatos,2004,29133310,28750,1013
Los Gatos,2003,29424660,28910,1018
Loyalton,2021,1398187,737,1897
Loyalton,2020,1603869,781,2054
Loyalton,2019,1213131,744,1631
Loyalton,2018,1510536,757,1995
Loyalton,2017,1518559,766,1982
Loyalton,2016,900390,772,1166
Loyalton,2015,1678164,733,2289
Loyalton,2014,1163240,729,1596
Loyalton,2013,1120323,746,1502
Loyalton,2012,1278061,743,1720
Loyalton,2011,2406396,770,3125
Loyalton,2010,5001799,825,6063
Loyalton,2009,1724555,842,2048
Loyalton,2008,1244367,851,1462
Loyalton,2007,1035990,878,1180
Loyalton,2005,732924,888,825
Loyalton,2003,709111,856,828
Lynwood,2021,80878368,67260,1202
Lynwood,2020,82054092,71269,1151
Lynwood,2019,76783776,71343,1076
Lynwood,2018,72333713,72015,1004
Lynwood,2017,58089112,71997,807
Lynwood,2016,49598823,72505,684
Lynwood,2015,46007190,71381,645
Lynwood,2014,39723241,70980,560
Lynwood,2013,52582422,70645,744
Lynwood,2012,51675800,69897,739
Lynwood,2011,59319832,69970,848
Lynwood,2010,53786509,73295,734
Lynwood,2009,50259728,73174,687
Lynwood,2008,49495188,73147,677
Lynwood,2007,51009780,73171,697
Lynwood,2006,72884483,73044,998
Lynwood,2005,47839669,73212,653
Lynwood,2004,47750821,72958,654
Lynwood,2003,47498099,72605,654
Madera,2021,83380118,66299,1258
Madera,2020,81444969,65415,1245
Madera,2019,72219492,66419,1087
Madera,2018,66947722,66225,1011
Madera,2017,63528675,66082,961
Madera,2016,61636651,65474,941
Madera,2015,56083306,63961,877
Madera,2014,59907641,63008,951
Madera,2013,58806015,63040,933
Madera,2012,68671903,62514,1099
Madera,2011,67222726,61879,1086
Madera,2010,59965406,58243,1030
Madera,2009,60356747,57318,1053
Madera,2008,61706786,56710,1088
Madera,2007,70027859,55780,1255
Madera,2006,51805039,52584,985
Madera,2005,41378442,50842,814
Madera,2004,34081329,48366,705
Madera,2003,36779967,46995,783
Malibu,2021,58588179,10739,5456
Malibu,2020,44570549,11720,3803
Malibu,2019,83248984,12046,6911
Malibu,2018,34486164,12957,2662
Malibu,2017,44938207,12742,3527
Malibu,2016,41028473,12706,3229
Malibu,2015,40067826,12935,3098
Malibu,2014,31468288,12865,2446
Malibu,2013,28496136,12767,2232
Malibu,2012,32824792,12699,2585
Malibu,2011,38034727,12683,2999
Malibu,2010,49578628,13765,3602
Malibu,2009,52148667,13712,3803
Malibu,2008,31407335,13700,2293
Malibu,2007,30652193,13748,2230
Malibu,2006,44651531,13662,3268
Malibu,2005,17763881,13704,1296
Malibu,2004,15919462,13555,1174
Malibu,2003,15826495,13317,1188
Mammoth Lakes,2021,38792631,7324,5297
Mammoth Lakes,2020,40794157,7859,5191
Mammoth Lakes,2019,36930152,8004,4614
Mammoth Lakes,2018,46322454,8316,5570
Mammoth Lakes,2017,40245532,8002,5029
Mammoth Lakes,2016,32335899,8024,4030
Mammoth Lakes,2015,28555227,8410,3395
Mammoth Lakes,2014,28087838,8098,3468
Mammoth Lakes,2013,24459418,8307,2944
Mammoth Lakes,2012,23563310,8257,2854
Mammoth Lakes,2011,30100553,8286,3633
Mammoth Lakes,2010,30199554,7299,4137
Mammoth Lakes,2009,41533123,7254,5726
Mammoth Lakes,2008,38716586,7413,5223
Mammoth Lakes,2007,32164832,7560,4255
Mammoth Lakes,2006,30163207,7717,3909
Mammoth Lakes,2005,25253196,7617,3315
Mammoth Lakes,2004,26227870,7472,3510
Mammoth Lakes,2003,17955632,7460,2407
Manhattan Beach,2021,214632489,35357,6070
Manhattan Beach,2020,123967024,35250,3517
Manhattan Beach,2019,123093087,35922,3427
Manhattan Beach,2018,113027479,35991,3140
Manhattan Beach,2017,107282345,35488,3023
Manhattan Beach,2016,98406964,35297,2788
Manhattan Beach,2015,86736327,35763,2425
Manhattan Beach,2014,83479378,35619,2344
Manhattan Beach,2013,97032967,35423,2739
Manhattan Beach,2012,76792253,35239,2179
Manhattan Beach,2011,73237992,35248,2078
Manhattan Beach,2010,70986948,36773,1930
Manhattan Beach,2009,72077609,36718,1963
Manhattan Beach,2008,77423331,36505,2121
Manhattan Beach,2007,90833984,36573,2484
Manhattan Beach,2006,81291108,36503,2227
Manhattan Beach,2005,76478266,36843,2076
Manhattan Beach,2004,63315139,36577,1731
Manhattan Beach,2003,57228376,36286,1577
Manteca,2021,177963191,84995,2094
Manteca,2020,171599290,84800,2024
Manteca,2019,133799485,83781,1597
Manteca,2018,122808039,81345,1510
Manteca,2017,126509283,76247,1659
Manteca,2016,103635611,73841,1403
Manteca,2015,92344648,73787,1252
Manteca,2014,91242458,72880,1252
Manteca,2013,207451825,71164,2915
Manteca,2012,93408419,69815,1338
Manteca,2011,95871359,68410,1401
Manteca,2010,86967452,68847,1263
Manteca,2009,91877977,67754,1356
Manteca,2008,103999217,66451,1565
Manteca,2007,100677266,65076,1547
Manteca,2006,95898877,63703,1505
Manteca,2005,105047599,61927,1696
Manteca,2004,93064346,59705,1559
Manteca,2003,55927643,57200,978
Maricopa,2021,865176,1028,842
Maricopa,2020,715393,1127,635
Maricopa,2019,766712,1240,618
Maricopa,2018,873892,1156,756
Maricopa,2017,794658,1140,697
Maricopa,2016,771287,1140,677
Maricopa,2015,1287242,1169,1101
Maricopa,2014,1016339,1180,861
Maricopa,2013,566029,1165,486
Maricopa,2012,621664,1163,535
Maricopa,2011,848790,1161,731
Maricopa,2010,1146676,1153,995
Maricopa,2009,804890,1140,706
Maricopa,2008,665785,1132,588
Maricopa,2007,939369,1135,828
Maricopa,2006,566134,1137,498
Maricopa,2005,514852,1147,449
Maricopa,2004,594373,1139,522
Maricopa,2003,729566,1127,647
Marina,2021,42651883,21271,2005
Marina,2020,42191053,25009,1687
Marina,2019,35510895,22957,1547
Marina,2018,34422422,22424,1535
Marina,2017,36894692,18840,1958
Marina,2016,69099097,20982,3293
Marina,2015,33571316,20872,1608
Marina,2014,26557642,22956,1157
Marina,2013,24722488,22761,1086
Marina,2012,24152160,22684,1065
Marina,2011,23861720,19808,1205
Marina,2010,22257843,19445,1145
Marina,2009,22571405,19265,1172
Marina,2008,22217147,19171,1159
Marina,2007,41018258,18958,2164
Marina,2006,17964077,21658,829
Marina,2005,16077958,21827,737
Marina,2004,12870777,21949,586
Marina,2003,13373581,22507,594
Martinez,2021,49789306,37195,1339
Martinez,2020,53281071,37106,1436
Martinez,2019,58209197,38490,1512
Martinez,2018,66846282,38097,1755
Martinez,2017,41027138,37658,1089
Martinez,2016,44433576,37057,1199
Martinez,2015,40157879,37384,1074
Martinez,2014,44646683,36842,1212
Martinez,2013,37720982,36578,1031
Martinez,2012,43706874,36225,1207
Martinez,2011,42032622,35958,1169
Martinez,2010,35643413,36663,972
Martinez,2009,46771407,36348,1287
Martinez,2008,41346782,36144,1144
Martinez,2007,32454768,36179,897
Martinez,2006,29992783,36582,820
Martinez,2005,31341313,36818,851
Martinez,2004,27869972,36805,757
Martinez,2003,29035773,36892,787
Marysville,2021,17873594,13003,1375
Marysville,2020,23786316,12424,1915
Marysville,2019,16374384,12627,1297
Marysville,2018,13541728,11883,1140
Marysville,2017,12269268,11973,1025
Marysville,2016,9867048,12010,822
Marysville,2015,10820162,12051,898
Marysville,2014,9953975,12266,812
Marysville,2013,11977899,12250,978
Marysville,2012,10912522,12104,902
Marysville,2011,9507461,12233,777
Marysville,2010,10001780,12867,777
Marysville,2009,10066881,12838,784
Marysville,2008,11977250,12719,942
Marysville,2007,12277030,12713,966
Marysville,2006,12864908,12591,1022
Marysville,2005,9675999,12628,766
Marysville,2004,8303104,12821,648
Marysville,2003,8494987,12512,679
Maywood,2021,16083615,25033,642
Maywood,2020,13395544,27904,480
Maywood,2019,17770483,27971,635
Maywood,2018,14813287,28044,528
Maywood,2017,11471194,28016,409
Maywood,2016,7477743,28219,265
Maywood,2015,8989710,27884,322
Maywood,2014,8071038,27758,291
Maywood,2013,9361814,27610,339
Maywood,2012,7673104,27472,279
Maywood,2011,8965403,27481,326
Maywood,2010,14781831,30034,492
Maywood,2009,15655333,29984,522
Maywood,2008,16884071,29971,563
Maywood,2007,13798848,29957,461
Maywood,2006,12388504,29543,419
Maywood,2005,12026190,29596,406
Maywood,2004,9949711,29386,339
Maywood,2003,9221288,29146,316
McFarland,2021,11401137,14034,812
McFarland,2020,14116106,14388,981
McFarland,2019,26487104,15242,1738
McFarland,2018,27962806,15105,1851
McFarland,2017,12449422,14919,834
McFarland,2016,20526102,14658,1400
McFarland,2015,15173255,14037,1081
McFarland,2014,9916297,13745,721
McFarland,2013,12090009,12577,961
McFarland,2012,10240669,12333,830
McFarland,2011,10104651,12739,793
McFarland,2010,6625564,13942,475
McFarland,2009,7626013,13559,562
McFarland,2008,6672241,13390,498
McFarland,2007,8356188,12686,659
McFarland,2006,6346634,12538,506
McFarland,2004,3383558,11147,304
McFarland,2003,4048436,10638,381
Mendota,2021,9963996,12499,797
Mendota,2020,10023522,12514,801
Mendota,2019,8114450,12315,659
Mendota,2018,9812839,12051,814
Mendota,2017,7866858,11828,665
Mendota,2016,9252733,11763,787
Mendota,2015,7328459,11211,654
Mendota,2014,7864104,11225,701
Mendota,2013,9168970,11178,820
Mendota,2012,7039195,11167,630
Mendota,2011,9890955,11081,893
Mendota,2010,6830407,9966,685
Mendota,2009,9247758,9870,937
Mendota,2008,9333094,9787,954
Mendota,2007,8008480,9426,850
Mendota,2006,6329644,8777,721
Mendota,2005,4463632,8739,511
Mendota,2004,6730876,8656,778
Mendota,2003,8567403,8163,1050
Menifee,2021,77265419,103617,746
Menifee,2020,93803271,97093,966
Menifee,2019,64730502,93452,693
Menifee,2018,55558331,91902,605
Menifee,2017,55340059,90660,610
Menifee,2016,51654091,89004,580
Menifee,2015,41822403,85385,490
Menifee,2014,38909090,83716,465
Menifee,2013,30903163,82292,376
Menifee,2012,27174886,80589,337
Menifee,2011,25398105,79444,320
Menifee,2010,24530091,68905,356
Menifee,2009,9883871,67705,146
Menlo Park,2021,89670802,33509,2676
Menlo Park,2020,93883634,35254,2663
Menlo Park,2019,85424530,35790,2387
Menlo Park,2018,83269122,35268,2361
Menlo Park,2017,76916939,35670,2156
Menlo Park,2016,67585095,33863,1996
Menlo Park,2015,53877007,33273,1619
Menlo Park,2014,56732105,32896,1725
Menlo Park,2013,56842278,32679,1739
Menlo Park,2012,73509786,32513,2261
Menlo Park,2011,70535015,32319,2182
Menlo Park,2010,53342881,32185,1657
Menlo Park,2009,50826620,31865,1595
Menlo Park,2008,56753174,31490,1802
Menlo Park,2007,41589952,31146,1335
Menlo Park,2006,47527962,30750,1546
Menlo Park,2005,44154763,30648,1441
Menlo Park,2004,40499503,30392,1333
Menlo Park,2003,38136103,30798,1238
Merced,2021,153497456,88200,1740
Merced,2020,150093026,88120,1703
Merced,2019,143018045,87110,1642
Merced,2018,137801106,86750,1588
Merced,2017,127802972,84464,1513
Merced,2016,98814295,83962,1177
Merced,2015,96123387,81722,1176
Merced,2014,94618716,81130,1166
Merced,2013,105220011,80599,1305
Merced,2012,94206565,79328,1188
Merced,2011,99758522,79259,1259
Merced,2010,97502733,80985,1204
Merced,2009,97232903,80542,1207
Merced,2008,91184757,80608,1131
Merced,2007,103314246,79715,1296
Merced,2006,95460162,76225,1252
Merced,2005,73198186,73610,994
Merced,2004,80902945,69805,1159
Merced,2003,58028656,67610,858
Mill Valley,2021,45984603,14002,3284
Mill Valley,2020,47285862,14674,3222
Mill Valley,2019,45887583,14675,3127
Mill Valley,2018,50179970,14963,3354
Mill Valley,2017,48923805,14910,3281
Mill Valley,2016,40188543,14880,2701
Mill Valley,2015,35286241,14439,2444
Mill Valley,2014,36484818,14257,2559
Mill Valley,2013,32866385,14147,2323
Mill Valley,2012,33546761,14172,2367
Mill Valley,2011,30568544,14064,2174
Mill Valley,2010,29716211,14144,2101
Mill Valley,2009,29597261,14006,2113
Mill Valley,2008,36498671,13925,2621
Mill Valley,2007,27099997,13822,1961
Mill Valley,2006,25230399,13735,1837
Mill Valley,2005,22371838,13686,1635
Mill Valley,2004,19561276,13617,1437
Mill Valley,2003,20683686,13658,1514
Millbrae,2021,68377959,22807,2998
Millbrae,2020,57526884,22832,2520
Millbrae,2019,58994073,23154,2548
Millbrae,2018,58885622,22854,2577
Millbrae,2017,52940416,23168,2285
Millbrae,2016,42860777,23136,1853
Millbrae,2015,39993843,22898,1747
Millbrae,2014,36624799,22605,1620
Millbrae,2013,35949398,22228,1617
Millbrae,2012,41945566,22069,1901
Millbrae,2011,35210020,21714,1622
Millbrae,2010,60925909,21968,2773
Millbrae,2009,35318989,21536,1640
Millbrae,2008,27998628,21387,1309
Millbrae,2007,29658053,20965,1415
Millbrae,2006,33505147,20735,1616
Millbrae,2005,30266693,20708,1462
Millbrae,2004,29062818,20464,1420
Millbrae,2003,27079176,20714,1307
Milpitas,2021,195942691,80287,2441
Milpitas,2020,187170833,77961,2401
Milpitas,2019,162720171,76231,2135
Milpitas,2018,152817587,74865,2041
Milpitas,2017,143010447,75410,1896
Milpitas,2016,135739578,75521,1797
Milpitas,2015,114480873,72606,1577
Milpitas,2014,100583224,70092,1435
Milpitas,2013,93774280,67894,1381
Milpitas,2012,96561338,66966,1442
Milpitas,2011,96272462,67476,1427
Milpitas,2010,102713642,71552,1436
Milpitas,2009,104496809,70817,1476
Milpitas,2008,96763560,69419,1394
Milpitas,2007,112736377,66568,1694
Milpitas,2006,91881547,65276,1408
Milpitas,2005,94928214,64998,1460
Milpitas,2004,83745045,64629,1296
Milpitas,2003,83374651,65049,1282
Mission Viejo,2021,79049070,93171,848
Mission Viejo,2020,75250957,94267,798
Mission Viejo,2019,77200318,96434,801
Mission Viejo,2018,80674999,95987,840
Mission Viejo,2017,73216954,96718,757
Mission Viejo,2016,69739036,96701,721
Mission Viejo,2015,74594019,96652,772
Mission Viejo,2014,62305077,95334,654
Mission Viejo,2013,63993778,94824,675
Mission Viejo,2012,70809373,94196,752
Mission Viejo,2011,70261981,93483,752
Mission Viejo,2010,68468393,100725,680
Mission Viejo,2009,72313375,100242,721
Mission Viejo,2008,83701742,98572,849
Mission Viejo,2007,70287908,98483,714
Mission Viejo,2006,61085481,97997,623
Mission Viejo,2005,54024387,98197,550
Mission Viejo,2004,53080582,97752,543
Mission Viejo,2003,46952869,98943,475
Modesto,2021,494760947,218745,2262
Modesto,2020,462673029,222335,2081
Modesto,2019,413132314,215201,1920
Modesto,2018,380406508,215692,1764
Modesto,2017,356885108,215080,1659
Modesto,2016,317582724,211903,1499
Modesto,2015,266958787,209186,1276
Modesto,2014,242783975,206785,1174
Modesto,2013,254743842,205987,1237
Modesto,2012,244050640,203085,1202
Modesto,2011,279280815,202290,1381
Modesto,2010,295425165,211536,1397
Modesto,2009,266831944,210088,1270
Modesto,2008,276900818,209936,1319
Modesto,2007,274789100,209174,1314
Modesto,2006,243579365,208107,1170
Modesto,2005,233646321,207634,1125
Modesto,2004,237030417,206188,1150
Modesto,2003,211818134,203294,1042
Monrovia,2021,88493510,37809,2341
Monrovia,2020,84881851,37935,2238
Monrovia,2019,86747379,38529,2251
Monrovia,2018,191714009,38787,4943
Monrovia,2017,80873354,38514,2100
Monrovia,2016,66443652,37531,1770
Monrovia,2015,76784572,37406,2053
Monrovia,2014,57967757,37162,1560
Monrovia,2013,55955937,36943,1515
Monrovia,2012,53717973,36727,1463
Monrovia,2011,67378429,36686,1837
Monrovia,2010,50875992,39984,1272
Monrovia,2009,63701948,39531,1611
Monrovia,2008,59346553,39327,1509
Monrovia,2007,56037577,39309,1426
Monrovia,2006,40548564,39006,1040
Monrovia,2005,39825187,39147,1017
Monrovia,2004,36528718,38800,941
Monrovia,2003,54515566,38450,1418
Montague,2021,2245722,1232,1823
Montague,2020,1994566,1363,1463
Montague,2019,1633592,1420,1150
Montague,2018,1796228,1428,1258
Montague,2017,1890543,1441,1312
Montague,2016,1909916,1456,1312
Montague,2015,5224368,1438,3633
Montague,2014,6151110,1440,4272
Montague,2013,1766455,1428,1237
Montague,2012,1485657,1424,1043
Montague,2011,2158110,1446,1492
Montague,2010,1517178,1488,1020
Montague,2009,1447478,1494,969
Montague,2008,1457149,1496,974
Montague,2007,2292765,1514,1514
Montague,2006,1617077,1523,1062
Montague,2005,1057500,1506,702
Montague,2004,1463018,1467,997
Montague,2003,1610974,1448,1113
Montclair,2021,50405816,38052,1325
Montclair,2020,58534615,39490,1482
Montclair,2019,49667790,39563,1255
Montclair,2018,52273028,39326,1329
Montclair,2017,46026111,39122,1176
Montclair,2016,42330797,38686,1094
Montclair,2015,63866330,38458,1661
Montclair,2014,35286107,37374,944
Montclair,2013,50391651,37311,1351
Montclair,2012,43935104,37163,1182
Montclair,2011,35787283,37031,966
Montclair,2010,47664530,37535,1270
Montclair,2009,52201584,36964,1412
Montclair,2008,36954024,37017,998
Montclair,2007,46905645,36622,1281
Montclair,2006,34061346,35648,955
Montclair,2005,29179415,35530,821
Montclair,2004,28033036,34729,807
Montclair,2003,31489817,34306,918
Monte Sereno,2021,5029355,3458,1454
Monte Sereno,2020,4284555,3594,1192
Monte Sereno,2019,4324136,3787,1142
Monte Sereno,2018,3523223,3630,971
Monte Sereno,2017,3641234,3501,1040
Monte Sereno,2016,2926483,3475,842
Monte Sereno,2015,2790582,3451,809
Monte Sereno,2014,2897597,3450,840
Monte Sereno,2013,2441904,3420,714
Monte Sereno,2012,2352424,3373,697
Monte Sereno,2011,2220515,3364,660
Monte Sereno,2010,2593647,3666,707
Monte Sereno,2009,2646443,3619,731
Monte Sereno,2008,2760321,3579,771
Monte Sereno,2007,2015738,3565,565
Monte Sereno,2006,1905222,3512,542
Monte Sereno,2005,1976287,3505,564
Monte Sereno,2004,1767527,3501,505
Monte Sereno,2003,1646741,3503,470
Montebello,2021,163737047,62180,2633
Montebello,2020,140656204,63544,2214
Montebello,2019,128636540,64247,2002
Montebello,2018,118998326,64327,1850
Montebello,2017,112807528,63917,1765
Montebello,2016,97046985,63924,1518
Montebello,2015,116772099,64104,1822
Montebello,2014,92923545,63527,1463
Montebello,2013,86171609,63184,1364
Montebello,2012,91958543,62857,1463
Montebello,2011,85283731,62792,1358
Montebello,2010,107436058,65781,1633
Montebello,2009,102844029,65667,1566
Montebello,2008,94175384,65668,1434
Montebello,2007,85373454,65686,1300
Montebello,2006,91268608,65423,1395
Montebello,2005,76690246,65672,1168
Montebello,2004,78684788,65225,1206
Montebello,2003,73304695,64695,1133
Monterey,2021,153376392,28347,5411
Monterey,2020,164919169,28170,5854
Monterey,2019,155362547,28448,5461
Monterey,2018,169910387,28323,5999
Monterey,2017,177328322,28828,6151
Monterey,2016,121404110,28610,4243
Monterey,2015,97953831,28163,3478
Monterey,2014,90620077,28381,3193
Monterey,2013,90850256,28252,3216
Monterey,2012,90412451,28460,3177
Monterey,2011,92261524,29440,3134
Monterey,2010,86134016,29455,2924
Monterey,2009,88878318,29244,3039
Monterey,2008,91728681,29322,3128
Monterey,2007,83121506,30121,2760
Monterey,2006,78842713,30161,2614
Monterey,2005,69070857,30641,2254
Monterey,2004,68508101,30241,2265
Monterey,2003,70202612,30329,2315
Monterey Park,2021,216541457,60814,3561
Monterey Park,2020,98379916,60734,1620
Monterey Park,2019,95412758,61828,1543
Monterey Park,2018,88429779,62240,1421
Monterey Park,2017,85250099,61606,1384
Monterey Park,2016,83242261,61346,1357
Monterey Park,2015,74271037,62063,1197
Monterey Park,2014,66478680,61777,1076
Monterey Park,2013,72988571,61445,1188
Monterey Park,2012,63804405,61153,1043
