Entity Name,Fiscal Year,Total Expenditures,Estimated Population,Expenditures Per Capita
Fairfax,2018,12272265,7534,1629
Fairfax,2017,9987264,7571,1319
Fairfax,2016,9506063,7426,1280
Fairfax,2015,8923846,7634,1169
Fairfax,2014,9379536,7541,1244
Fairfax,2013,8506592,7499,1134
Fairfax,2012,7820540,7522,1040
Fairfax,2011,8649428,7497,1154
Fairfax,2006,7293264,7326,996
Fairfax,2005,6938092,7309,949
Fairfax,2004,7264970,7298,995
Fairfax,2003,6800540,7326,928
Fairfield,2021,257826269,120421,2141
Fairfield,2020,232855777,116981,1991
Fairfield,2019,233328070,117149,1992
Fairfield,2018,230191192,116156,1982
Fairfield,2017,203398235,114157,1782
Fairfield,2016,178682711,112637,1586
Fairfield,2015,177783308,111891,1589
Fairfield,2014,148907387,110018,1353
Fairfield,2013,158790088,108207,1467
Fairfield,2012,152112418,106379,1430
Fairfield,2011,164638372,104815,1571
Fairfield,2010,181844615,105955,1716
Fairfield,2009,211150299,106440,1984
Fairfield,2008,194612573,106753,1823
Fairfield,2007,166125595,105421,1576
Fairfield,2006,143186782,105601,1356
Fairfield,2005,183614881,105026,1748
Fairfield,2004,130426327,103599,1259
Fairfield,2003,115631006,102496,1128
Farmersville,2021,12918159,10308,1253
Farmersville,2020,9548025,11399,838
Farmersville,2019,8894104,11358,783
Farmersville,2018,12574013,11443,1099
Farmersville,2017,10168654,11248,904
Farmersville,2016,14832177,11161,1329
Farmersville,2015,8445860,10908,774
Farmersville,2014,6895864,10932,631
Farmersville,2013,6991288,10886,642
Farmersville,2012,7589013,10824,701
Farmersville,2011,8431553,10796,781
Farmersville,2010,7091961,10971,646
Farmersville,2009,7816643,10771,726
Farmersville,2008,12042499,10572,1139
Farmersville,2007,6551377,10466,626
Farmersville,2006,7043209,10416,676
Farmersville,2005,5873754,10240,574
Farmersville,2004,5311506,9774,543
Farmersville,2003,6261865,9242,678
Ferndale,2021,2402009,1376,1746
Ferndale,2020,2150233,1382,1556
Ferndale,2019,2140253,1335,1603
Ferndale,2018,2028870,1367,1484
Ferndale,2017,1888632,1445,1307
Ferndale,2016,1786405,1434,1246
Ferndale,2015,1894261,1369,1384
Ferndale,2014,2086034,1357,1537
Ferndale,2013,1842669,1366,1349
Ferndale,2012,14908014,1362,10946
Ferndale,2011,7291309,1375,5303
Ferndale,2010,1593844,1444,1104
Ferndale,2009,2048406,1441,1422
Ferndale,2008,2371485,1428,1661
Ferndale,2007,1435737,1411,1018
Ferndale,2006,1399229,1437,974
Ferndale,2005,1084725,1434,756
Ferndale,2004,1501843,1394,1077
Ferndale,2003,1298731,1409,922
Fillmore,2021,18877135,16681,1132
Fillmore,2020,19586184,15566,1258
Fillmore,2019,18510911,15925,1162
Fillmore,2018,18185891,15953,1140
Fillmore,2017,17885691,15683,1140
Fillmore,2016,17520965,15529,1128
Fillmore,2015,16183268,15441,1048
Fillmore,2014,16205899,15339,1057
Fillmore,2013,16331380,15175,1076
Fillmore,2012,16262037,15145,1074
Fillmore,2011,27342019,15120,1808
Fillmore,2010,27845102,15787,1764
Fillmore,2009,29802184,15639,1906
Fillmore,2008,45790861,15641,2928
Fillmore,2007,20658142,15247,1355
Fillmore,2006,14339551,15180,945
Fillmore,2005,11762681,15222,773
Fillmore,2004,10266777,15128,679
Fillmore,2003,9748496,14690,664
Firebaugh,2021,15252565,8164,1868
Firebaugh,2020,8919974,7981,1118
Firebaugh,2019,9275042,8132,1141
Firebaugh,2018,8981264,8112,1107
Firebaugh,2017,9057385,8202,1104
Firebaugh,2016,6697720,8154,821
Firebaugh,2015,7356743,7779,946
Firebaugh,2014,7621106,7809,976
Firebaugh,2013,7713665,7777,992
Firebaugh,2012,6812378,7794,874
Firebaugh,2011,7300955,7619,958
Firebaugh,2010,7744932,6941,1116
Firebaugh,2009,11891298,6807,1747
Firebaugh,2008,15639522,6811,2296
Firebaugh,2007,8117936,6692,1213
Firebaugh,2006,8300271,6710,1237
Firebaugh,2005,4413926,6741,655
Firebaugh,2004,5922198,6585,899
Firebaugh,2003,3976747,6172,644
Folsom,2021,176032393,83075,2119
Folsom,2020,179831867,81610,2204
Folsom,2019,173802919,79835,2177
Folsom,2018,170190868,78447,2170
Folsom,2017,140265192,78525,1786
Folsom,2016,111833853,77246,1448
Folsom,2015,109795012,74909,1466
Folsom,2014,119651425,74014,1617
Folsom,2013,99395103,72294,1375
Folsom,2012,105861937,72725,1456
Folsom,2011,105833298,72439,1461
Folsom,2010,144067280,71453,2016
Folsom,2009,128803646,71018,1814
Folsom,2008,129027822,72590,1777
Folsom,2007,146317539,70835,2066
Folsom,2006,127322629,69445,1833
Folsom,2005,145351021,68033,2136
Folsom,2004,94472288,65576,1441
Folsom,2003,93569804,63767,1467
Fontana,2021,282624860,209889,1347
Fontana,2020,264561929,213000,1242
Fontana,2019,232561460,212078,1097
Fontana,2018,238822873,212000,1127
Fontana,2017,183554496,212786,863
Fontana,2016,162133886,209895,772
Fontana,2015,204381540,204312,1000
Fontana,2014,160239230,202177,793
Fontana,2013,163428058,200974,813
Fontana,2012,162614498,199898,813
Fontana,2011,153218899,198456,772
Fontana,2010,168981354,190356,888
Fontana,2009,173478072,189021,918
Fontana,2008,229164927,188498,1216
Fontana,2007,178393153,181640,982
Fontana,2006,171266611,165462,1035
Fontana,2005,132720244,160015,829
Fontana,2004,115382114,154789,745
Fontana,2003,121141963,145770,831
Fort Bragg,2021,20303388,7064,2874
Fort Bragg,2020,19602274,7427,2639
Fort Bragg,2019,18486696,7478,2472
Fort Bragg,2018,22309623,7512,2970
Fort Bragg,2017,19986561,7772,2572
Fort Bragg,2016,16150573,7672,2105
Fort Bragg,2015,19457451,7343,2650
Fort Bragg,2014,17135934,7350,2331
Fort Bragg,2013,12083518,7311,1653
Fort Bragg,2012,11810381,7255,1628
Fort Bragg,2011,11877520,7308,1625
Fort Bragg,2010,12530886,6855,1828
Fort Bragg,2009,17191375,6868,2503
Fort Bragg,2008,12558446,6890,1823
Fort Bragg,2007,10405652,6917,1504
Fort Bragg,2006,13307100,6963,1911
Fort Bragg,2005,8528315,6963,1225
Fort Bragg,2004,11845847,6898,1717
Fort Bragg,2003,6327012,6862,922
Fort Jones,2021,2001110,694,2883
Fort Jones,2020,1368754,673,2034
Fort Jones,2019,1558076,692,2252
Fort Jones,2018,1248382,739,1689
Fort Jones,2017,761626,710,1073
Fort Jones,2016,881947,710,1242
Fort Jones,2015,1584453,716,2213
Fort Jones,2014,1148832,715,1607
Fort Jones,2013,627862,749,838
Fort Jones,2012,860306,743,1158
Fort Jones,2011,984588,841,1171
Fort Jones,2010,1241085,658,1886
Fort Jones,2009,935602,655,1428
Fort Jones,2008,1577093,657,2400
Fort Jones,2007,851651,666,1279
Fort Jones,2006,771190,675,1143
Fort Jones,2005,711610,672,1059
Fort Jones,2004,1097843,660,1663
Fort Jones,2003,640308,656,976
Fortuna,2021,20566656,12523,1642
Fortuna,2020,20488789,12123,1690
Fortuna,2019,16992223,12084,1406
Fortuna,2018,22792458,12042,1893
Fortuna,2017,17074785,11989,1424
Fortuna,2016,14943313,11848,1261
Fortuna,2015,13793235,12032,1146
Fortuna,2014,14062389,11902,1182
Fortuna,2013,15231314,11885,1282
Fortuna,2012,15562807,11840,1314
Fortuna,2011,14603987,11977,1219
Fortuna,2010,12376338,11364,1089
Fortuna,2009,12744369,11351,1123
Fortuna,2008,13270241,11374,1167
Fortuna,2007,15297773,11207,1365
Fortuna,2006,16762785,11314,1482
Fortuna,2005,8148414,11250,724
Fortuna,2004,7715785,11075,697
Fortuna,2003,8129817,10880,747
Foster City,2021,116531759,33325,3497
Foster City,2020,81354537,33033,2463
Foster City,2019,83201283,33693,2469
Foster City,2018,73242321,33490,2187
Foster City,2017,47614892,33225,1433
Foster City,2016,38160987,33201,1149
Foster City,2015,43662026,32390,1348
Foster City,2014,36818270,32168,1145
Foster City,2013,39309811,31120,1263
Foster City,2012,34991923,30895,1133
Foster City,2011,31690378,30790,1029
Foster City,2010,33394579,30719,1087
Foster City,2009,33318564,30429,1095
Foster City,2008,29862070,30308,985
Foster City,2007,28188201,30269,931
Foster City,2006,27831308,29900,931
Foster City,2005,26339061,29876,882
Foster City,2004,29493303,29461,1001
Foster City,2003,35899691,29828,1204
Fountain Valley,2021,84487882,57068,1480
Fountain Valley,2020,83875164,55878,1501
Fountain Valley,2019,76924125,56652,1358
Fountain Valley,2018,82859624,56920,1456
Fountain Valley,2017,70044785,56709,1235
Fountain Valley,2016,83210957,56714,1467
Fountain Valley,2015,72191041,57021,1266
Fountain Valley,2014,62067025,56702,1095
Fountain Valley,2013,57502837,56180,1024
Fountain Valley,2012,62311648,55810,1116
Fountain Valley,2011,52734088,55423,951
Fountain Valley,2010,56225165,58741,957
Fountain Valley,2009,66148487,58309,1134
Fountain Valley,2008,68075785,57925,1175
Fountain Valley,2007,49566672,57741,858
Fountain Valley,2006,49379521,57405,860
Fountain Valley,2005,48024950,57353,837
Fountain Valley,2004,42448020,56521,751
Fountain Valley,2003,47783297,56268,849
Fowler,2021,8293966,6863,1209
Fowler,2020,7203961,6454,1116
Fowler,2019,5970199,6605,904
Fowler,2018,6075385,6241,973
Fowler,2017,6393610,6091,1050
Fowler,2016,6277255,5944,1056
Fowler,2015,6285697,5957,1055
Fowler,2014,7236160,5883,1230
Fowler,2013,6703464,5801,1156
Fowler,2012,6166269,5756,1071
Fowler,2011,4983541,5719,871
Fowler,2010,5939781,5764,1030
Fowler,2009,5073249,5671,895
Fowler,2008,6144745,5572,1103
Fowler,2007,5163778,5293,976
Fowler,2006,5628725,4855,1159
Fowler,2005,3839692,4729,812
Fowler,2004,3238823,4600,704
Fowler,2003,2795104,4273,654
Fremont,2021,373342484,228872,1631
Fremont,2020,464031689,234220,1981
Fremont,2019,340749421,232532,1465
Fremont,2018,343962343,235439,1461
Fremont,2017,298458197,231664,1288
Fremont,2016,257230346,229324,1122
Fremont,2015,233059361,226551,1029
Fremont,2014,230446773,223972,1029
Fremont,2013,204922673,219926,932
Fremont,2012,252347585,217700,1159
Fremont,2011,196649095,215711,912
Fremont,2010,210808980,218128,966
Fremont,2009,277449228,215636,1287
Fremont,2008,232589425,213512,1089
Fremont,2007,195270857,211662,923
Fremont,2006,164877965,210158,785
Fremont,2005,158871102,210445,755
Fremont,2004,176648879,209080,845
Fremont,2003,161280417,208998,772
Fresno,2021,1079121567,542720,1988
Fresno,2020,938301071,545769,1719
Fresno,2019,874256879,536683,1629
Fresno,2018,822349404,538330,1528
Fresno,2017,797323658,525832,1516
Fresno,2016,709303237,520453,1363
Fresno,2015,687117454,520159,1321
Fresno,2014,706578360,515609,1370
Fresno,2013,629790293,508453,1239
Fresno,2012,683914968,505009,1354
Fresno,2011,672061598,500121,1344
Fresno,2010,779052174,502303,1551
Fresno,2009,815814040,495913,1645
Fresno,2008,746651783,486116,1536
Fresno,2007,630445888,481035,1311
Fresno,2006,521351095,471479,1106
Fresno,2005,559471456,464727,1204
Fresno,2004,508817059,456143,1115
Fresno,2003,474226193,448453,1057
Fullerton,2021,210368322,141974,1482
Fullerton,2020,215489933,141863,1519
Fullerton,2019,215451666,142824,1509
Fullerton,2018,215686134,144214,1496
Fullerton,2017,191296717,142234,1345
Fullerton,2016,174796321,142457,1227
Fullerton,2015,182949364,141042,1297
Fullerton,2014,161267336,140131,1151
Fullerton,2013,144343181,138251,1044
Fullerton,2012,160611721,137481,1168
Fullerton,2011,139639973,135574,1030
Fullerton,2010,142706371,138610,1030
Fullerton,2009,163677393,137624,1189
Fullerton,2008,148056870,137437,1077
Fullerton,2007,129928500,137367,946
Fullerton,2006,120804813,136428,885
Fullerton,2005,111732850,135672,824
Fullerton,2004,107415739,134187,800
Fullerton,2003,104468517,131474,795
Galt,2021,36015376,25383,1419
Galt,2020,40561003,25849,1569
Galt,2019,37976684,26489,1434
Galt,2018,41244879,26018,1585
Galt,2017,35450732,25693,1380
Galt,2016,43157360,25450,1696
Galt,2015,49157549,24607,1998
Galt,2014,34216060,24289,1409
Galt,2013,37987065,24185,1571
Galt,2012,44576133,24076,1851
Galt,2011,43380848,23767,1825
Galt,2010,34144559,24264,1407
Galt,2009,29212443,24133,1210
Galt,2008,31789959,23913,1329
Galt,2007,27387935,23469,1167
Galt,2006,27900477,22982,1214
Galt,2005,29165616,22955,1271
Galt,2004,26698302,22151,1205
Galt,2003,21887728,22005,995
Garden Grove,2021,307520541,171284,1795
Garden Grove,2020,299860429,174801,1715
Garden Grove,2019,283218470,175155,1617
Garden Grove,2018,279998268,176896,1583
Garden Grove,2017,248466322,176277,1410
Garden Grove,2016,196081354,177303,1106
Garden Grove,2015,187657993,174774,1074
Garden Grove,2014,187149067,173953,1076
Garden Grove,2013,174193058,173075,1006
Garden Grove,2012,171756628,172648,995
Garden Grove,2011,175325839,171327,1023
Garden Grove,2010,170911989,175618,973
Garden Grove,2009,162318154,174715,929
Garden Grove,2008,157256835,173067,909
Garden Grove,2007,141947078,172781,822
Garden Grove,2006,137912131,171765,803
Garden Grove,2005,134339796,172042,781
Garden Grove,2004,121426227,171042,710
Garden Grove,2003,122548000,169911,721
Gardena,2021,109659520,60382,1816
Gardena,2020,114820649,60937,1884
Gardena,2019,118869994,61042,1947
Gardena,2018,106739344,61246,1743
Gardena,2017,107181539,60721,1765
Gardena,2016,88089832,60785,1449
Gardena,2015,91002816,60414,1506
Gardena,2014,81299704,60082,1353
Gardena,2013,75475448,59566,1267
Gardena,2012,76763755,59124,1298
Gardena,2011,76836722,59009,1302
Gardena,2010,115034810,61927,1858
Gardena,2009,88966699,61810,1439
Gardena,2008,74142620,61781,1200
Gardena,2007,64922820,61947,1048
Gardena,2006,61068356,61513,993
Gardena,2005,51994192,61072,851
Gardena,2004,44695293,60649,737
Gardena,2003,46558804,60120,774
Gilroy,2021,130916909,59396,2204
Gilroy,2020,130591913,57084,2288
Gilroy,2019,121019753,55928,2164
Gilroy,2018,109896364,55615,1976
Gilroy,2017,102513798,55936,1833
Gilroy,2016,72548573,55170,1315
Gilroy,2015,73774098,53000,1392
Gilroy,2014,68490382,52413,1307
Gilroy,2013,66793481,51544,1296
Gilroy,2012,75595752,50158,1507
Gilroy,2011,107525220,49391,2177
Gilroy,2010,52062711,52027,1001
Gilroy,2009,61804141,51508,1200
Gilroy,2008,88362436,51173,1727
Gilroy,2007,91868045,49649,1850
Gilroy,2006,81462557,48527,1679
Gilroy,2005,76216929,47671,1599
Gilroy,2004,78279411,46195,1695
Gilroy,2003,55355387,44975,1231
Glendale,2021,789684004,194618,4058
Glendale,2020,788763542,205331,3841
Glendale,2019,734456821,206283,3560
Glendale,2018,686735710,205536,3341
Glendale,2017,675444729,201748,3348
Glendale,2016,553336575,201668,2744
Glendale,2015,556432266,199182,2794
Glendale,2014,556763306,195799,2844
Glendale,2013,519498876,193652,2683
Glendale,2012,572233081,192654,2970
Glendale,2011,591778877,192473,3075
Glendale,2010,567577440,207902,2730
Glendale,2009,555956834,207303,2682
Glendale,2008,546724249,207157,2639
Glendale,2007,510378985,207157,2464
Glendale,2006,524754754,206308,2544
Glendale,2005,389853933,207007,1883
Glendale,2004,416340944,205341,2028
Glendale,2003,451918232,202747,2229
Glendora,2021,64153901,52316,1226
Glendora,2020,115287046,52067,2214
Glendora,2019,60699454,52122,1165
Glendora,2018,57387335,52703,1089
Glendora,2017,56383667,52608,1072
Glendora,2016,42657110,52362,815
Glendora,2015,53655477,51463,1043
Glendora,2014,50883214,51290,992
Glendora,2013,50689551,50666,1000
Glendora,2012,44207623,50361,878
Glendora,2011,46039157,50260,916
Glendora,2010,39706988,52830,752
Glendora,2009,49535486,52474,944
Glendora,2008,50873383,52362,972
Glendora,2007,48054355,52557,914
Glendora,2006,42320127,52199,811
Glendora,2005,36414746,52373,695
Glendora,2004,30011093,51976,577
Glendora,2003,31193603,51470,606
Goleta,2021,38815448,33315,1165
Goleta,2020,45158173,32223,1401
Goleta,2019,36922098,32759,1127
Goleta,2018,46970159,31949,1470
Goleta,2017,31417307,31760,989
Goleta,2016,25908678,31235,829
Goleta,2015,33816898,30765,1099
Goleta,2014,36106344,30202,1195
Goleta,2013,35186414,29962,1174
Goleta,2012,29408956,29930,983
Goleta,2011,19095701,30032,636
Goleta,2010,20430931,31099,657
Goleta,2009,20914129,30476,686
Goleta,2008,20012171,30400,658
Goleta,2007,22026952,30169,730
Goleta,2006,19409057,30290,641
Goleta,2005,17963114,30679,586
Goleta,2004,16149125,30838,524
Goleta,2003,11257289,47106,239
Gonzales,2021,13849444,8492,1631
Gonzales,2020,13422217,8506,1578
Gonzales,2019,12665102,8677,1460
Gonzales,2018,17844094,8587,2078
Gonzales,2017,12380800,8549,1448
Gonzales,2016,11310836,8473,1335
Gonzales,2015,9376069,8357,1122
Gonzales,2014,9323717,8383,1112
Gonzales,2013,7452406,8296,898
Gonzales,2012,7384770,8269,893
Gonzales,2011,8061350,8224,980
Gonzales,2010,7969305,9114,874
Gonzales,2009,9256780,9025,1026
Gonzales,2008,11500257,8803,1306
Gonzales,2007,15161568,8737,1735
Gonzales,2006,6504928,8455,769
Gonzales,2005,6102884,8374,729
Gonzales,2004,7727524,8424,917
Gonzales,2003,6347804,8286,766
Grand Terrace,2021,8626417,13131,657
Grand Terrace,2020,7420623,12426,597
Grand Terrace,2019,8057896,12654,637
Grand Terrace,2018,7178065,12524,573
Grand Terrace,2017,9519717,12435,766
Grand Terrace,2016,6401701,12315,520
Grand Terrace,2015,7288560,12352,590
Grand Terrace,2014,7143894,12285,582
Grand Terrace,2013,7214279,12270,588
Grand Terrace,2012,8542778,12157,703
Grand Terrace,2011,7497477,12109,619
Grand Terrace,2010,7753716,12717,610
Grand Terrace,2009,9047518,12484,725
Grand Terrace,2008,9641466,12543,769
Grand Terrace,2007,9001063,12380,727
Grand Terrace,2006,7291063,12380,589
Grand Terrace,2005,6694569,12392,540
Grand Terrace,2004,6178511,12227,505
Grand Terrace,2003,5620686,12090,465
Grass Valley,2021,30097506,13670,2202
Grass Valley,2020,51555914,12865,4007
Grass Valley,2019,28434907,12769,2227
Grass Valley,2018,27422890,13041,2103
Grass Valley,2017,23863615,12859,1856
Grass Valley,2016,26050409,12955,2011
Grass Valley,2015,28573458,12925,2211
Grass Valley,2014,29391638,12668,2320
Grass Valley,2013,20132443,12657,1591
Grass Valley,2012,26693526,12638,2112
Grass Valley,2011,18618276,12883,1445
Grass Valley,2010,15518432,12746,1218
Grass Valley,2009,21989639,12817,1716
Grass Valley,2008,18608320,12929,1439
Grass Valley,2007,19290122,12958,1489
Grass Valley,2006,16704163,13031,1282
Grass Valley,2005,15936032,13006,1225
Grass Valley,2004,15412349,12060,1278
Grass Valley,2003,16324981,11999,1361
Greenfield,2021,22583648,18705,1207
Greenfield,2020,16906611,18284,925
Greenfield,2019,18782833,18009,1043
Greenfield,2018,15192019,18007,844
Greenfield,2017,21079197,17866,1180
Greenfield,2016,16509379,17446,946
Greenfield,2015,10672937,16870,633
Greenfield,2014,9022374,16919,533
Greenfield,2013,8839538,16729,528
Greenfield,2012,8804912,16510,533
Greenfield,2011,15218199,16402,928
Greenfield,2010,13945066,17898,779
Greenfield,2009,14185470,17547,808
Greenfield,2008,12378286,17316,715
Greenfield,2007,11043639,16629,664
Greenfield,2006,10204950,15335,665
Greenfield,2005,8596503,13316,646
Greenfield,2004,7402936,13167,562
Greenfield,2003,6150712,12948,475
Gridley,2021,14724442,7413,1986
Gridley,2020,13970759,6402,2182
Gridley,2019,14953868,7224,2070
Gridley,2018,16363064,6937,2359
Gridley,2017,12414542,6704,1852
Gridley,2016,13728875,6575,2088
Gridley,2015,15367230,6780,2267
Gridley,2014,13906347,6739,2064
Gridley,2013,14241695,6723,2118
Gridley,2012,18232256,6576,2773
Gridley,2011,16386658,6609,2479
Gridley,2010,12800574,6454,1983
Gridley,2009,16837235,6417,2624
Gridley,2008,15721182,6403,2455
Gridley,2007,14038108,6167,2276
Gridley,2006,12473775,5949,2097
Gridley,2005,12081304,5702,2119
Gridley,2004,11825592,5769,2050
Gridley,2003,11134392,5745,1938
Grover Beach,2021,24520142,12879,1904
Grover Beach,2020,25366693,13214,1920
Grover Beach,2019,23411576,13533,1730
Grover Beach,2018,26357081,13560,1944
Grover Beach,2017,22563655,13438,1679
Grover Beach,2016,18463544,13397,1378
Grover Beach,2015,13422498,13144,1021
Grover Beach,2014,12633977,13153,961
Grover Beach,2013,12612189,13211,955
Grover Beach,2012,13240839,13162,1006
Grover Beach,2011,14845399,13244,1121
Grover Beach,2010,15605853,13276,1175
Grover Beach,2009,17119054,13254,1292
Grover Beach,2008,12110334,13213,917
Grover Beach,2007,13257626,13085,1013
Grover Beach,2006,10240525,13213,775
Grover Beach,2005,10182149,13228,770
Grover Beach,2004,11569818,13254,873
